,blue1,blue2,bluescore,red1,red2,redscore
47776,33305T,33172B,13,4330R,77592A,7
47777,33172C,9393A,8,503B,10101F,11
47778,33157A,4330X,10,4411V,59A,19
47779,9393G,503A,9,11476B,11476A,13
47780,33157C,7121D,27,77788H,78967A,8
47781,91104B,2580A,5,10101R,4411S,22
47782,11342A,33172B,19,33157G,33172A,7
47783,77788J,33172D,18,77592A,9393A,8
47784,33305E,59A,9,4154A,7121E,18
47785,94Z,77788Y,27,6293A,59G,6
47786,94Y,18906S,6,33172C,503A,10
47787,4330P,94X,8,9393G,7121D,23
47788,77788H,11476A,7,4330X,77788G,12
47789,4411V,10101R,15,4330M,77788C,7
47790,11476B,59C,10,4411W,33157A,10
47791,10101F,78967A,7,7121A,33305T,25
47792,4154B,4330R,7,16269A,6293B,16
47793,4411S,503B,7,33157B,33157C,12
47794,33172D,91104B,4,33172B,94X,19
47795,77592A,77788Y,10,7121D,4330M,14
47796,77788C,33157G,6,4411W,33172C,12
47797,7121E,33157A,22,18906S,78967A,10
47798,77788G,94Y,13,33172A,11476B,7
47799,6293B,94Z,20,2580A,33157C,2
47800,33157B,9393G,13,6293A,4411V,12
47801,59A,11476A,15,503B,4330R,12
47802,4154A,4154B,5,10101F,77788J,16
47803,7121A,4330P,10,9393A,4330X,8
47804,11342A,77788H,19,503A,16269A,11
47805,59G,10101R,17,59C,33305T,6
47806,7121D,4411W,19,33305E,4411S,14
47807,503B,33172A,7,77788C,91104B,11
47808,33157C,77788G,8,33157G,6293A,14
47809,77592A,4330X,4,9393G,4154B,27
47810,77788J,94X,9,7121E,94Y,16
47811,6293B,33172C,8,10101R,78967A,15
47812,10101F,33305E,14,77788H,4411V,3
47813,11476B,16269A,6,33157B,33172D,21
47814,4411S,4330R,23,33157A,7121A,8
47815,4330P,4330M,7,4154A,33172B,22
47816,33305T,18906S,7,77788Y,2580A,26
47817,503A,59C,8,94Z,59A,13
47818,11342A,9393A,21,11476A,59G,5
47819,33172D,10101F,14,4411W,9393G,12
47820,4411V,33172A,10,33157C,7121A,22
47821,6293A,91104B,12,4330P,77788H,13
47822,78967A,4330R,15,4330X,4330M,8
47823,16269A,59A,22,18906S,94X,9
47824,9393A,33305E,8,59C,77788Y,27
47825,94Y,10101R,12,4154B,11342A,15
47826,2580A,77788G,5,7121D,7121E,26
47827,94Z,11476B,8,503B,33172B,14
47828,4154A,77592A,9,33157G,4411S,23
47829,77788C,33305T,15,33157A,33157B,12
47830,59G,503A,10,6293B,77788J,20
47831,33157C,33305E,10,11476A,33172C,17
47832,77788H,94X,15,9393A,2580A,1
47833,9393G,503B,7,77788G,16269A,16
47834,7121A,4411W,16,4154A,18906S,11
47835,33157B,7121D,15,10101R,94Z,13
47836,59A,6293B,15,4330P,11342A,18
47837,4411S,4330X,21,10101F,6293A,12
47838,33172C,4330M,11,33172A,77788J,9
47839,33172D,4154B,18,33305T,503A,10
47840,33157A,91104B,13,77592A,59G,4
47841,77788C,7121E,23,11476B,4330R,0
47842,11476A,4411V,14,59C,33157G,11
47843,33172B,78967A,6,77788Y,94Y,27
47844,9393G,59C,4,11342A,7121D,19
47845,94Y,94X,13,11476A,94Z,18
47846,77788C,33305T,25,33172B,4154A,6
47847,6293B,10101F,10,33172D,33172C,12
47848,4330M,4411V,7,7121E,4411S,25
47849,4154B,77788G,16,10101R,77788J,17
47850,33157B,91104B,5,77788Y,7121A,27
47851,4330P,77788H,9,4411W,59A,19
47852,11476A,94Z,4,11342A,7121D,28
47853,33172D,33172C,17,77788C,33305T,6
47854,10101R,77788J,17,7121E,4411S,10
47855,4411W,59A,8,77788Y,7121A,31
47856,33172D,33172C,17,11342A,7121D,19
47857,77788Y,7121A,29,10101R,77788J,5
47858,77788Y,7121A,11,11342A,7121D,21
47859,12014A,7582X,9,98268A,6627X,26
47860,7259C,6627C,7,9364A,9364C,28
47861,35211C,2495X,20,224S,7259A,13
47862,1846C,76607A,6,224X,29027A,19
47863,6627A,6671X,30,7582Y,363A,4
47864,6627B,12014B,17,9364D,6627D,19
47865,29027A,6627C,5,7582X,35211C,18
47866,98268A,7582Y,2,6627X,1846C,25
47867,363A,7259A,17,76607A,6627B,16
47868,6627D,224S,3,7259C,6627A,23
47869,9364A,9364D,24,2495X,12014A,5
47870,224X,9364C,19,6671X,12014B,8
47871,7582Y,7259A,28,6627C,6627D,4
47872,9364A,6627B,33,1846C,224S,2
47873,29027A,6671X,26,7259C,98268A,8
47874,7582X,363A,9,2495X,224X,25
47875,9364C,6627X,21,35211C,9364D,5
47876,76607A,12014A,3,6627A,12014B,24
47877,6627D,2495X,10,29027A,363A,16
47878,6627X,6627C,6,6627B,6671X,27
47879,1846C,35211C,12,6627A,9364C,13
47880,224S,9364D,6,12014A,7582Y,19
47881,224X,98268A,14,7259A,76607A,16
47882,12014B,7259C,6,9364A,7582X,27
47883,9364C,12014A,15,29027A,6627B,6
47884,6627A,224S,20,6627C,224X,2
47885,9364A,6627D,24,98268A,35211C,8
47886,7259C,7582Y,19,76607A,2495X,14
47887,363A,12014B,19,1846C,6627X,17
47888,7259A,6671X,22,7582X,9364D,18
47889,6627B,35211C,6,7582Y,224X,19
47890,6627X,6627A,28,9364A,29027A,4
47891,1846C,12014A,8,7259C,7259A,9
47892,98268A,9364D,16,6627C,363A,18
47893,7582X,76607A,11,9364C,6627D,16
47894,2495X,224S,8,12014B,6671X,26
47895,7582Y,29027A,4,7259A,9364A,29
47896,224X,9364D,7,7259C,6627X,20
47897,12014B,76607A,7,35211C,6627C,24
47898,6627A,98268A,18,6627B,2495X,7
47899,363A,9364C,32,7582X,224S,1
47900,6627D,1846C,2,6671X,12014A,28
47901,7582X,12014B,20,6627D,98268A,6
47902,76607A,224S,9,224X,7259C,22
47903,9364D,2495X,19,29027A,12014A,7
47904,6627C,1846C,7,7582Y,35211C,24
47905,7582X,12014B,5,6627A,6627X,28
47906,224X,7259C,11,7259A,363A,18
47907,9364D,2495X,5,9364C,6671X,30
47908,7582Y,35211C,6,9364A,6627B,27
47909,7259A,363A,8,6627A,6627X,28
47910,9364A,6627B,9,9364C,6671X,16
47911,9364C,6671X,12,6627A,6627X,23
47912,7700C,21246W,9,93535F,4073G,10
47913,1469A,7035S,7,7907C,7907B,8
47914,7700Y,4863A,9,7700K,7496S,12
47915,7035T,93535N,8,4073A,6986C,6
47916,7496C,7035E,19,4073B,7907A,6
47917,6986E,4863B,13,4863H,93535A,8
47918,3324V,7700Y,34,21246X,9667A,2
47919,7496S,93535F,11,1469A,7496C,11
47920,4073B,7907B,9,4863B,21246W,30
47921,7700K,4863H,26,7035T,4863A,1
47922,4073G,9667A,5,7035S,93535N,10
47923,4073A,7907C,17,21246X,7035E,14
47924,93535A,7907A,4,6986C,3324V,29
47925,4073G,7035T,8,6986E,7700C,15
47926,7496C,21246W,19,7700Y,7907B,9
47927,93535N,4863H,32,7907A,7907C,9
47928,9667A,7035E,12,1469A,93535A,9
47929,21246X,7700K,11,7700C,7496S,17
47930,4863A,3324V,14,4073A,4073B,7
47931,6986E,6986C,18,93535F,7035S,8
47932,7907A,21246X,6,4863B,4073G,21
47933,7907B,7035E,7,7700Y,7035T,13
47934,7496S,93535A,19,4073A,7035S,8
47935,1469A,4863B,21,4863A,93535N,11
47936,7907C,4073B,14,21246W,6986E,7
47937,7496C,93535F,1,3324V,4863H,27
47938,6986C,7700C,20,7700K,9667A,1
47939,4863A,21246W,16,93535A,21246X,7
47940,4073A,4863B,13,93535F,7700Y,18
47941,9667A,7700C,4,7496C,4863H,28
47942,7035T,3324V,15,1469A,7907A,7
47943,93535N,7035S,7,7035E,4073B,16
47944,7496S,6986C,12,4073G,7907C,8
47945,7907B,3324V,23,6986E,7700K,4
47946,7035S,21246X,13,4863A,7496C,10
47947,4073A,4863H,9,7496S,21246W,23
47948,93535A,7700Y,11,6986E,93535N,10
47949,7907C,7907A,12,7700K,93535F,7
47950,4073G,1469A,24,6986C,7907B,6
47951,4073B,4863B,16,7035T,9667A,6
47952,3324V,6986E,19,7035E,7700C,12
47953,21246W,7700K,19,1469A,93535N,5
47954,93535F,4863A,17,9667A,7907B,4
47955,7700C,7907A,13,7035S,4073A,16
47956,4863H,7035E,20,4073G,4863B,10
47957,7496C,7907C,16,7035T,93535A,16
47958,6986C,21246X,9,4073B,7700Y,19
47959,9667A,7907A,2,7496S,21246W,30
47960,93535N,4073G,6,3324V,7496C,20
47961,7700C,4863A,13,7907C,4863B,18
47962,7496S,7907B,21,7035T,4073B,1
47963,93535F,7700K,7,7035E,93535A,16
47964,6986E,1469A,12,21246X,4073A,15
47965,7035S,7700Y,11,6986C,4863H,12
47966,4073B,93535A,7,4073G,7700K,10
47967,4073A,7496C,20,6986E,9667A,14
47968,4863B,7496S,11,3324V,7035S,16
47969,7035T,21246X,13,93535F,93535N,8
47970,1469A,7700Y,22,7700C,7907C,9
47971,6986C,21246W,29,7035E,4863A,4
47972,7907B,21246X,10,7907A,4863H,12
47973,7700K,4073G,12,4073B,93535F,8
47974,1469A,93535A,15,7035T,6986E,13
47975,7700K,4073G,5,3324V,21246W,27
47976,7907C,4073A,14,6986C,7496C,14
47977,7907C,4073A,12,6986C,7496C,7
47978,1469A,93535A,2,7496S,4863H,30
47979,7035E,7035S,4,7700Y,4863B,33
47980,7907C,4073A,9,3324V,21246W,22
47981,7700Y,4863B,6,7496S,4863H,22
47982,7496S,4863H,23,3324V,21246W,9
47983,98666D,8825S,27,16950C,67677B,4
47984,16075B,98666A,23,67677C,7646J,12
47985,98666E,67677D,16,98177A,51188F,12
47986,8825A,7646A,23,10595B,16075D,13
47987,16075A,98666C,16,98666F,51188E,14
47988,7856G,7856B,24,16076A,67677A,9
47989,16075C,98666B,22,88825G,7856A,12
47990,16950C,16075B,4,98060C,16950A,23
47991,98177A,51188E,5,67677B,8825A,31
47992,67677A,51188F,14,16075C,98666C,9
47993,98666B,67677C,5,7856G,8825S,17
47994,88825G,10595B,10,98666E,98666F,23
47995,16075D,7856B,10,67677D,98666A,18
47996,7856A,98060C,22,16075A,98666D,9
47997,16950A,16076A,13,7646A,7646J,19
47998,98666F,67677C,4,7856B,51188F,22
47999,16950C,16075D,24,51188E,67677A,8
48000,98060C,98666C,22,98666B,8825A,8
48001,98666E,7646A,4,98666D,16075B,33
48002,67677B,7646J,10,88825G,7856G,18
48003,16076A,98177A,13,7856A,98666A,0
48004,8825S,16950A,21,67677D,10595B,11
48005,16075B,67677B,27,16075A,16075C,7
48006,98060C,51188E,26,98666E,67677C,7
48007,8825A,67677D,12,16950C,16076A,16
48008,98666D,51188F,26,10595B,7646J,9
48009,98666F,98177A,19,16950A,98666B,13
48010,7856G,7856A,9,16075D,98666C,22
48011,16075C,7856B,5,7646A,8825S,34
48012,67677A,16075A,7,88825G,98666A,24
48013,98666A,98666B,16,98666C,67677B,14
48014,16076A,16075A,6,8825S,7646A,24
48015,98666D,98666E,9,98060C,16075B,20
48016,231F,285X,20,3674N,3674Y,10
48017,2158K,231X,14,2587X,285Z,9
48018,2587K,231B,14,2587G,285A,12
48019,2158X,3674R,21,2158R,3674G,11
48020,3674Y,3674N,2,1814D,2158K,31
48021,2587X,3674G,14,2587K,2158X,20
48022,2587G,231F,14,231X,231B,17
48023,1814D,2158R,21,285A,285Z,7
48024,231B,3674Y,17,285X,3674R,1
48025,285A,231X,17,3674N,2587X,6
48026,2587K,2158K,19,2158R,285X,9
48027,285Z,3674R,5,2158X,1814D,25
48028,2587G,2587X,17,3674G,231F,9
48029,2158R,1814D,20,231B,3674N,15
48030,3674G,3674R,13,2158K,231X,16
48031,285A,285X,10,2587K,231F,11
48032,2158X,285Z,16,2587G,3674Y,9
48033,2158K,2587X,19,1814D,2587K,7
48034,2587G,2158X,15,3674Y,2158R,24
48035,3674N,3674G,13,231B,285X,14
48036,285A,285Z,9,3674R,231F,15
48037,2587K,2158R,9,231X,3674N,20
48038,1814D,3674R,15,2587G,2587X,13
48039,231X,285X,10,285A,2158X,17
48040,231F,231B,14,2158K,285Z,15
48041,1814D,231X,30,3674G,3674Y,6
48042,285Z,2587X,10,285X,2158R,17
48043,231B,2158K,18,285A,2158X,11
48044,3674N,2587K,8,2587G,3674R,22
48045,3674Y,2158R,18,231F,3674G,18
48046,2587G,285X,4,231X,285Z,23
48047,3674Y,285A,9,3674R,2587X,24
48048,231F,3674N,13,2158K,2158X,20
48049,3674G,1814D,9,2587K,231B,16
48050,285A,2587G,1,2158K,2158R,37
48051,3674N,285X,8,3674R,2587X,24
48052,2158X,231X,15,231F,1814D,22
48053,3674Y,2587K,7,231B,285Z,21
48054,2158K,285X,23,3674G,2587G,6
48055,2587G,285A,2,2158K,1814D,28
48056,2587K,2587X,2,2158R,231F,22
48057,285X,3674Y,6,231B,2158X,28
48058,285Z,3674G,7,231X,3674R,23
48059,2158R,231F,16,2158K,1814D,21
48060,231X,3674R,27,231B,2158X,6
48061,231X,3674R,12,2158K,1814D,25
48062,6724A,63644B,19,14641D,63644A,9
48063,6724C,6724F,17,14641C,14641B,8
48064,14641E,14641A,18,6724D,6724B,13
48065,14641A,14641B,10,6724E,63644B,18
48066,14641D,6724E,11,6724A,6724B,18
48067,14641C,6724D,10,6724C,63644A,15
48068,14641A,63644A,10,14641E,6724F,17
48069,6724E,6724B,20,6724F,14641C,4
48070,14641B,14641D,7,6724D,6724C,12
48071,6724A,6724F,19,14641E,63644B,13
48072,6724D,14641C,10,6724A,14641E,16
48073,63644B,63644A,13,6724E,14641B,8
48074,6724B,6724C,26,14641A,14641D,6
48075,14641E,14641D,7,6724C,6724E,16
48076,14641B,6724F,9,6724A,14641A,13
48077,63644A,14641C,9,6724B,63644B,14
48078,14641E,63644A,11,6724F,6724D,17
48079,14641B,14641C,18,63644B,14641A,10
48080,6724F,6724D,12,6724A,6724C,16
48081,14641B,14641C,12,6724B,6724E,23
48082,6724B,6724E,20,6724A,6724C,16
48083,8888X,687D,26,62V,7209Z,8
48084,7700S,99240A,14,8888Y,62A,14
48085,6526E,92563V,10,52846B,21000C,7
48086,90241A,7209X,26,6526D,6526G,3
48087,62X,52846A,6,687C,6526F,23
48088,37524C,45464Z,10,6526H,98898X,15
48089,6526D,6007R,10,6526E,7209Z,19
48090,90241A,7209C,17,687D,6526F,5
48091,687A,91709A,9,21000C,98898X,22
48092,62019A,687C,8,62V,62A,18
48093,6526H,52846A,9,6526G,6526D,20
48094,7700S,91709V,9,62X,7209C,27
48095,92563V,92563B,13,37524C,687D,10
48096,7209X,687B,16,6007R,90241A,10
48097,20695A,52846B,10,62A,98898X,14
48098,62V,6526F,9,37524B,45464Z,17
48099,8888X,91709A,17,2150A,7700R,13
48100,6526E,21000C,17,8888Y,99240A,14
48101,37524A,7209Z,11,687A,6460B,12
48102,6526D,91709V,25,62019A,7209X,13
48103,6526G,52846B,7,91709A,6007R,23
48104,62A,90241A,6,45464Z,21000C,27
48105,8888Y,20695A,8,687C,7209C,15
48106,687B,6460B,15,6526E,52846A,10
48107,7700R,6526F,4,7700S,92563B,27
48108,37524C,37524B,8,8888X,37524A,14
48109,7209Z,92563V,19,62V,62X,14
48110,687D,99240A,5,687A,2150A,28
48111,45464Z,92563B,17,98898X,6526H,13
48112,6460B,7209C,14,91709A,37524C,14
48113,62X,52846B,15,37524B,8888Y,16
48114,62A,7209X,13,99240A,7700R,24
48115,62V,687A,14,90241A,6526D,16
48116,7700S,687C,13,6526G,37524A,18
48117,52846A,687D,8,7209Z,62019A,20
48118,98898X,2150A,11,6526F,687B,8
48119,8888X,6526E,29,6526H,91709V,4
48120,21000C,6007R,13,20695A,92563V,15
48121,7700S,687D,6,62V,91709A,23
48122,687C,92563B,12,90241A,6460B,16
48123,7209C,6526G,10,62A,8888X,21
48124,2150A,21000C,17,52846B,52846A,9
48125,37524A,98898X,27,8888Y,62019A,5
48126,7700R,91709V,13,7209Z,37524B,19
48127,62X,45464Z,22,99240A,6007R,13
48128,6526H,37524C,12,6526F,20695A,10
48129,687A,7209X,7,6526E,92563V,24
48130,92563B,91709A,17,6526D,687B,11
48131,8888Y,7209Z,3,45464Z,6526G,25
48132,20695A,99240A,7,62019A,7700S,19
48133,6526F,21000C,22,6460B,7209X,13
48134,6526H,62A,7,687D,37524B,14
48135,8888X,62V,24,6007R,52846A,7
48136,687B,687A,4,7209C,7700R,22
48137,92563V,37524A,15,91709V,52846B,7
48138,90241A,6526E,19,2150A,37524C,12
48139,6526D,98898X,29,62X,687C,3
48140,7209C,7209X,9,92563B,62V,24
48141,7700S,52846B,13,687B,45464Z,12
48142,91709A,62019A,12,6526E,6526F,8
48143,6460B,92563V,11,7700R,98898X,11
48144,6007R,37524C,5,687A,8888Y,18
48145,52846A,91709V,10,90241A,20695A,24
48146,6526H,99240A,19,7209Z,687C,10
48147,687D,6526D,18,21000C,8888X,19
48148,62A,62X,13,2150A,37524A,24
48149,37524B,20695A,22,6526G,687A,5
48150,687C,45464Z,17,52846A,91709A,12
48151,7209Z,98898X,12,7209X,7700S,20
48152,6007R,37524A,12,7209C,6526H,11
48153,8888X,99240A,13,92563B,52846B,17
48154,6526G,90241A,5,92563V,62019A,13
48155,8888Y,6526F,3,91709V,62A,21
48156,7700R,6526E,26,62X,687D,10
48157,687B,62V,15,37524C,21000C,14
48158,2150A,37524B,13,6460B,6526D,15
48159,687A,8888Y,5,37524A,45464Z,23
48160,62V,62A,19,98898X,687B,11
48161,62019A,62X,6,21000C,6526D,27
48162,6526G,6007R,5,6526E,91709A,21
48163,52846B,20695A,12,92563V,8888X,16
48164,90241A,7700S,14,37524B,37524C,17
48165,7700R,687C,6,92563B,2150A,23
48166,7209Z,7209X,18,6460B,7209C,22
48167,62V,62A,6,37524A,45464Z,26
48168,6526E,91709A,18,21000C,6526D,8
48169,37524B,37524C,7,92563V,8888X,22
48170,6460B,7209C,12,92563B,2150A,24
48171,6526E,91709A,10,37524A,45464Z,15
48172,92563B,2150A,22,92563V,8888X,10
48173,92563B,2150A,13,37524A,45464Z,21
48174,31749W,31829B,10,1034A,510Z,15
48175,310B,31829A,19,20X,628M,6
48176,687G,1437V,17,687E,599A,14
48177,404S,20Y,3,920C,1437X,21
48178,404A,83A,7,1138B,8390C,16
48179,1437Z,1138G,20,1437Y,628A,13
48180,91364T,8390B,22,97835B,6460M,6
48181,1469E,7259B,6,8771Y,91364A,23
48182,627G,627A,5,448X,20Z,29
48183,409A,599B,21,91364W,7259H,12
48184,1437X,687G,18,1437Z,31829A,17
48185,628A,1034A,9,1437V,6460M,17
48186,8771Y,510Z,14,404S,1138G,10
48187,599A,1138B,22,31829B,310B,11
48188,97835B,20Z,19,1469E,20Y,10
48189,7259H,627G,9,83A,31749W,14
48190,920C,20X,23,8390B,599B,12
48191,628M,91364W,11,404A,448X,24
48192,627A,687E,16,91364T,7259B,21
48193,1437Y,8390C,16,409A,91364A,16
48194,1138B,7259H,2,628A,8771Y,21
48195,1469E,8390B,15,627G,1437V,9
48196,83A,31829B,21,1138G,599B,8
48197,920C,448X,31,91364T,1034A,5
48198,1437X,7259B,26,20X,404A,6
48199,31829A,599A,7,627A,404S,16
48200,91364W,91364A,19,20Y,687E,5
48201,8390C,20Z,9,510Z,1437Z,26
48202,6460M,31749W,9,628M,409A,10
48203,1437Y,310B,19,687G,97835B,9
48204,1034A,8390B,24,83A,7259B,9
48205,628A,20X,17,31829B,627A,16
48206,8771Y,404A,6,20Z,1437V,18
48207,6460M,91364A,12,920C,1437Z,26
48208,628M,599B,9,599A,1469E,19
48209,687E,1138G,15,31829A,8390C,19
48210,20Y,409A,13,1138B,687G,21
48211,448X,310B,26,1437X,31749W,6
48212,510Z,97835B,11,91364W,627G,18
48213,404S,91364T,16,7259H,1437Y,17
48214,91364A,404A,9,8390B,1138G,16
48215,1138B,1469E,17,6460M,20X,9
48216,599B,687G,7,448X,7259B,30
48217,1437Z,83A,29,310B,409A,6
48218,20Z,1034A,8,1437Y,599A,20
48219,31749W,8390C,13,91364W,627A,18
48220,1437V,404S,33,97835B,31829B,4
48221,8771Y,627G,7,687E,920C,19
48222,628A,20Y,17,31829A,91364T,12
48223,1437X,628M,24,7259H,510Z,15
48224,1437Z,599B,23,1138B,1034A,14
48225,6460M,31829B,22,687G,404A,10
48226,1437Y,920C,27,31749W,1469E,2
48227,409A,404S,22,8390B,20Z,6
48228,687E,7259H,10,97835B,448X,25
48229,627A,510Z,18,91364A,310B,12
48230,31829A,91364W,20,83A,8771Y,11
48231,7259B,8390C,14,628M,628A,13
48232,20X,1437V,10,20Y,1138G,17
48233,91364T,599A,10,627G,1437X,17
48234,20Z,91364A,11,31749W,687G,6
48235,1469E,687E,10,404A,1034A,13
48236,31829A,1138B,9,1437Y,510Z,21
48237,1437V,920C,30,409A,7259B,6
48238,1138G,91364T,8,310B,91364W,21
48239,7259H,627A,12,8390B,1437Z,24
48240,1437X,6460M,19,8771Y,599B,18
48241,83A,97835B,2,628A,599A,27
48242,448X,20X,15,404S,8390C,12
48243,31829B,20Y,16,627G,628M,12
48244,20Z,1138G,6,920C,7259H,26
48245,7259B,91364W,23,1437Y,6460M,6
48246,97835B,1034A,8,1437X,91364A,24
48247,628A,310B,16,1469E,404S,7
48248,599A,8390B,19,20Y,8390C,5
48249,627G,404A,9,31829A,599B,25
48250,31749W,1138B,7,91364T,1437V,22
48251,687G,628M,15,83A,627A,18
48252,510Z,409A,29,687E,20X,7
48253,1437Z,8771Y,24,31829B,448X,11
48254,687G,1138G,7,920C,1437Z,32
48255,83A,20Z,21,7259B,7259H,10
48256,8390C,1034A,14,8390B,599A,16
48257,627A,1138B,1,510Z,310B,18
48258,20Y,1469E,4,448X,404S,36
48259,409A,599B,19,1437Y,8771Y,12
48260,91364T,6460M,4,1437X,1437V,31
48261,91364A,20X,15,91364W,628A,14
48262,83A,20Z,12,920C,1437Z,29
48263,510Z,310B,6,8390B,599A,26
48264,409A,599B,18,448X,404S,10
48265,91364A,20X,5,1437X,1437V,24
48266,8390B,599A,2,920C,1437Z,35
48267,1437X,1437V,21,409A,599B,16
48268,1437X,1437V,6,920C,1437Z,23
48269,5868C,5868D,20,69360B,69360D,8
48270,5868E,5868F,8,85300A,5864B,24
48271,5868A,5864D,18,5868B,69360A,15
48272,5864C,69360C,7,85300B,5864A,25
48273,5864B,69360A,29,5864D,69360B,1
48274,5864A,69360D,11,5868F,5868A,12
48275,85300B,85300A,21,5868C,5864C,9
48276,5868D,5868B,24,69360C,5868E,8
48277,5868C,5868F,24,69360A,5864C,4
48278,85300A,5864D,17,69360C,5864A,10
48279,69360B,5868A,26,5868E,5864B,7
48280,5868B,69360D,20,5868D,85300B,15
48281,69360C,5864B,14,5868F,5868C,23
48282,85300B,5868E,20,69360B,5864A,8
48283,5868D,69360A,10,85300A,5868A,25
48284,5864C,69360D,8,5868B,5864D,18
48285,5864A,5864B,15,5868D,69360A,15
48286,85300B,5868C,12,5868E,5864D,9
48287,69360B,5868B,21,5864C,5868F,10
48288,5868A,85300A,32,69360D,69360C,1
48289,5868F,5864D,15,5868D,5864A,18
48290,69360B,69360C,4,5868A,5868C,16
48291,85300B,85300A,11,5868B,5864B,17
48292,69360A,5864C,21,69360D,5868E,8
48293,5864D,69360B,3,85300B,5868F,32
48294,5868D,5864B,7,5864C,5868A,23
48295,5868E,69360A,9,69360C,69360D,14
48296,5864A,5868C,8,85300A,5868B,25
48297,69360C,5868F,8,69360A,85300B,16
48298,5868E,5868B,13,5864A,5868A,13
48299,5864D,69360D,0,5864B,5868C,30
48300,5864C,85300A,17,69360B,5868D,6
48301,69360A,5864C,12,5864B,5864A,15
48302,5868D,5868E,2,5868C,5868F,34
48303,5864B,5864A,5,5868A,85300A,20
48304,5868C,5868F,2,5868B,85300B,22
48305,5868B,85300B,16,5868A,85300A,20
48306,98294A,34186B,17,34186A,94260A,12
48307,34186D,34186E,13,88870W,38388B,15
48308,51515G,94260C,7,49999T,98103B,15
48309,15151A,98294B,12,13610A,1350X,13
48310,88494A,12164Y,9,94260B,15287A,16
48311,98103A,13610A,8,90080A,34186C,10
48312,38388B,12164Y,8,98294A,51515G,17
48313,94260B,98294B,17,98103A,94260C,8
48314,1350X,34186A,15,34186D,49999T,10
48315,94260A,98103B,10,88494A,90080A,16
48316,34186C,15287A,17,34186B,88870W,10
48317,94260B,49999T,13,15151A,34186E,19
48318,88870W,98103B,9,98294B,88494A,26
48319,90080A,98294A,8,1350X,15287A,27
48320,34186A,34186C,12,12164Y,94260C,20
48321,51515G,34186D,9,13610A,34186B,10
48322,38388B,98103A,6,15151A,94260A,18
48323,34186C,98294A,14,34186E,98103B,8
48324,88494A,13610A,18,38388B,34186A,8
48325,34186B,90080A,12,34186E,98294B,13
48326,88870W,49999T,14,98103A,12164Y,10
48327,94260A,1350X,23,94260B,51515G,3
48328,94260C,15287A,21,15151A,34186D,7
48329,98294B,38388B,5,90080A,49999T,13
48330,98103B,34186A,13,15287A,98103A,8
48331,15151A,51515G,8,34186C,88494A,27
48332,34186E,34186D,11,12164Y,94260A,20
48333,88870W,94260B,13,98294A,13610A,12
48334,94260C,38388B,11,34186B,1350X,27
48335,34186C,98103A,8,34186E,51515G,20
48336,34186D,34186A,4,90080A,94260C,15
48337,98103B,88494A,10,88870W,94260B,12
48338,34186E,51515G,4,1350Z,1350X,29
48339,34186B,13610A,7,94260A,98294B,13
48340,90080A,94260C,12,15287A,98294A,23
48341,88870W,94260B,15,49999T,12164Y,17
48342,94260A,98294B,8,1350Z,1350X,22
48343,49999T,12164Y,10,15287A,98294A,16
48344,15287A,98294A,10,1350Z,1350X,28
48345,5203P,95S,5,265S,4495C,19
48346,1264D,4495A,4,5203S,1356C,28
48347,95M,46153A,4,5203R,1356X,27
48348,97979B,95E,18,4495X,1356A,10
48349,1356B,8616A,16,95T,46153B,9
48350,97979A,1958B,7,1264C,1264A,15
48351,8682N,5203S,16,265T,1958A,13
48352,1356A,95M,20,8616A,1264D,4
48353,1356C,46153B,8,4495C,1264C,21
48354,265T,97979A,21,95E,46153A,6
48355,1356X,1958A,9,95S,95T,18
48356,265S,5203R,29,4495A,1958B,9
48357,5203P,1356B,10,8682N,97979B,16
48358,95S,46153A,11,1264A,4495X,7
48359,4495C,95E,3,5203S,5203R,33
48360,1264C,1958A,5,1356A,4495A,19
48361,8682N,1264A,3,265S,1264D,19
48362,46153B,1958B,11,95M,5203P,10
48363,4495X,1356C,2,1356B,265T,25
48364,8616A,1356X,5,97979A,97979B,20
48365,4495A,95T,12,95M,95E,10
48366,4495X,1264D,12,1958A,5203P,9
48367,1264A,4495C,22,1356X,1356B,9
48368,5203R,1356C,16,8616A,95S,10
48369,265S,5203S,22,46153B,97979A,4
48370,265T,95T,15,1264C,97979B,15
48371,46153A,1356A,18,8682N,1958B,6
48372,95E,8616A,12,1264A,1958A,7
48373,5203P,265S,11,1356C,95T,10
48374,8682N,95M,6,97979A,4495C,19
48375,97979B,4495A,21,46153A,46153B,7
48376,1264C,1264D,6,5203R,1356B,23
